File Size (MB),Buffer Size (bytes),Write Time (seconds),Read Time (seconds)
10,8192,0.03648948669433594,0.0072574615478515625
50,8192,0.10323500633239746,0.03252124786376953
100,8192,0.2000589370727539,0.05374336242675781
500,8192,0.8457052707672119,0.25368785858154297
1024,8192,1.7110209465026855,0.4716002941131592
3072,8192,7.474321365356445,1.3535118103027344
5120,8192,105.08202886581421,2.240659713745117
10240,8192,307.6454222202301,58.010986328125
10,16384,0.017003774642944336,0.003939151763916016
50,16384,0.0902407169342041,0.019420146942138672
100,16384,0.1978435516357422,0.0361018180847168
500,16384,0.8463730812072754,0.16806268692016602
1024,16384,1.7056169509887695,0.33916330337524414
3072,16384,42.744645833969116,0.9881491661071777
5120,16384,123.59157133102417,1.6088576316833496
10240,16384,335.57767057418823,68.64832139015198
10,32768,0.010357856750488281,0.003835439682006836
50,32768,0.1304457187652588,0.01360774040222168
100,32768,0.20084357261657715,0.025222063064575195
500,32768,0.8564913272857666,0.12548518180847168
1024,32768,1.7197606563568115,0.25512075424194336
3072,32768,15.8108069896698,0.7204556465148926
5120,32768,148.65991187095642,1.1932361125946045
10240,32768,340.5473322868347,57.11242938041687
10,65536,0.010500431060791016,0.004247903823852539
50,65536,0.09709596633911133,0.011898517608642578
100,65536,0.2019951343536377,0.021158456802368164
500,65536,0.8575451374053955,0.1043245792388916
1024,65536,1.7122869491577148,0.21848487854003906
3072,65536,35.67353367805481,0.59653639793396
5120,65536,103.24750852584839,0.9972784519195557
10240,65536,344.05943036079407,86.80292701721191
